분류번호,사무명,사무개요,신청유형,단순/복합,수수료,수수료내역,보관기간,등록일자,적용일자,폐지일자,소관부처,담당부서
1500000-0497,"국제항공운송사업·폐업승인(국제노선 폐지 포함), 국내.소형 항공운송사업 및 항공기사용사업 폐지신고(노선폐지 포함)","국제항공운송사업자가 폐업(국제노선 폐지 포함)하려는 경우에 관할관청의 승인을 받아야 하며, 국내.소형항공운송사업 및 항공기사용사업자가 폐업(노선 폐지 포함)하려는 경우에 관할관청에 신고하여야 하는 민원사무입니다. ※ 이 민원의 휴업·폐업신고서는 부가가치세법 시행령 제10조제1항에 의거 세무서에 제출하는 휴업·폐업신고서와 함께 세무서에 제출할 수 있습니다",승인,단순민원,수수료 없음,수수료 없음,3년,2013.04.12,2013.04.13,,국토교통부,항공산업과
1500000-0496,국내(국제)항공운송사업 면허,정기항공운송사업(한 지점과 다른 지점사이에 노선을 정하고 정기적으로 항공기를 운항하는 항공운송사업)을 경영하고자 하는 자가 신청하는 민원사무입니다.,면허,단순민원,단일 수수료,"10,000원",3년,2013.04.12,2013.04.13,,국토교통부,항공산업과
1500000-0486,항공장애표시등 · 항공장애주간표지 설치신고,항공기운행에 현저한 저해를 우려할 구조물을 설치하는 사업자가 설치신고를 하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,3년,2013.04.12,2013.04.13,,국토교통부,공항안전환경과
1500000-0485,모의비행훈련장치 지정,실제의 항공기 대신 이용할 수 있는 모의비행장치로 지정을 받고자 하는 자가 신청하는 민원사무입니다.,지정,단순민원,단일 수수료,"392,000원",3년,2016.05.12,2016.05.13,,국토교통부,항공안전정책과
1500000-0484,항공종사자전문교육기관 지정신청,항공종사자전문교육기관으로 지정을 받고자 하는 자가 신청하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,3년,2016.05.16,2016.05.17,,국토교통부,항공안전정책과
1500000-0483,무조종사 항공기허가,조종사 등 항공기승무원이 타지 아니하고 비행할 수 있는 장치를 가진 항공기를 비행 시키고자 하는 자가 비행 5일전까지 허가를 신청하는 민원사무입니다.,허가,단순민원,수수료 없음,수수료 없음,3년,2013.07.18,2013.07.19,,국토교통부,항공안전정책과
1500000-0478,공항 이동지역 차량 및 장비 등록,공항안에서 지상조업에 사용되는 장비는 공항관리 운영기관에 등록하여야 하는 민원사무입니다.,등록,단순민원,수수료 없음,수수료 없음,3년,2013.04.12,2013.04.13,,국토교통부,공항안전환경과
1500000-0476,곡기비행허가,국토해양부령이 정하는 공역에서 뒤집어서 비행하거나 옆으로 세워서 비행하는 등의 곡기비행을 하기 위해 허가를 신청하는 민원사무입니다.,허가,단순민원,수수료 없음,수수료 없음,3년,2013.05.30,2013.05.31,,국토교통부,항공안전정책과
1500000-0475,항공기 물건투하허가,"항공기에서 지상이나 수상의 사람 또는 물건에 위해를 주거나 위해를 줄 우려가 있는 물건을 투하하여서는 안되므로, 항공기에 의하여 물건을 투하하고자 하는 자가 허가를 받고자 신청하는 민원사무입니다.",허가,단순민원,수수료 없음,수수료 없음,3년,2013.05.30,2013.05.31,,국토교통부,항공안전정책과
1500000-0474,통제공역에서의 비행허가,비행이 통제되는 공역을 비행하고자 하는 자가 허가 받기 위해 신청하는 민원사무입니다.,허가,단순민원,수수료 없음,수수료 없음,3년,2013.05.30,2013.05.31,,국토교통부,항공안전정책과
1500000-0473,최저안전고도아래에서의 비행허가,항공기가 이륙 또는 착륙하는 경우를 제외하고 국토해양부령이 정한 고도아래에서 비행하기 위해 허가를 신청하는 민원사무입니다.,허가,단순민원,수수료 없음,수수료 없음,3년,2013.05.30,2013.05.31,,국토교통부,항공안전정책과
1500000-0472,초경량비행장치의 비행계획승인,초경량비행장치를 사용하여 비행하고자 하는 자가 신청하는 민원사무입니다.,승인,단순민원,수수료 없음,수수료 없음,3년,2013.05.30,2013.05.31,,국토교통부,항공안전정책과
1500000-0471,비행장 외 이·착륙허가,불가피한 사유가 있는 경우로서 비행장외의 장소에서 이륙 또는 착륙하고자 하는 자가 허가를 신청하는 민원사무입니다.,허가,단순민원,수수료 없음,수수료 없음,3년,2013.05.30,2013.05.31,,국토교통부,항공안전정책과
1500000-0470,조종사의 운항자격심사,기장의 경험·지식 및 기량에 관하여 자격인정을 받고자 하는 자가 국토교통부장관에게 제출하는 민원사무입니다.,면허,단순민원,사례별 수수료,"지식 52,000원, 기량 83,000원",3년,2016.05.12,2016.05.13,,국토교통부,항공운항과
1500000-0469,신체검사전문의사지정,항공의학에 관한 전문교육을 받은 의사로서 항공신체검사전문의사로 지정을 받고자 하는 자가 국토교통부장관에게 제출하는 민원사무입니다.,지정,단순민원,수수료 없음,수수료 없음,3년,2016.05.12,2016.05.13,,국토교통부,항공안전정책과
1500000-0468,항공기조종연습허가,조종연습을 하고자 하는 자(항공사 및 항공기관사를 포함한다)가 지방항공청장에게 제출하는 민원사무입니다.,허가,단순민원,단일 수수료,200원,3년,2016.05.12,2016.05.13,,국토교통부,항공운항과
1500000-0467,항공신체검사증명,"운항승무원, 경량항공기 조종사 및 항공교통관제사는 항공신체검사증명을 받아야 하고, 신체검사증명서를 교부받기 위해 항공신체검사증명서 교부신청서를 제출하여야 하는 민원사무입니다.",증명,단순민원,수수료 없음,수수료 없음,3년,2016.05.16,2016.05.17,,국토교통부,항공안전정책과
1500000-0466,시험비행허가,"1. 항공기 신규개발과 관련한 항공기, 2.항공기의 제작·정비수리개조 및 수입수출 등과 관련한 항공기, 3. 조종사가 탑승하지 아니하고 비행할 수 있는 항공기(무인항공기), 4. 특정한 업무를 수행하기 위하여 사용하는 항공기, 5. 공공의 안녕과 질서유지에 필요한 업무를 수행하는 항공기, 상기 항목에 해당하는 항공기의 시험비행 등의 허가를 받고자 하는 경우 신청하는 민원사무입니다.",허가,단순민원,수수료 없음,수수료 없음,3년,2014.02.20,2014.02.21,,국토교통부,항공기술과
1500000-0465,항공기 안전운항체계 변경검사,"항공운송사업자는 자기사업에 사용되는 항공기와 기타 시설에 대하여 운항개시 전에 국토교통부장관의 검사를 받아 그에 합격하지 아니하면 운항을 개시하여서는 안되므로, 검사를 신청하는 민원사무입니다.",검사,단순민원,단일 수수료,"39만원(항공법 시행규칙 제328조,항공기등에관한 수수료(고시))",3년,2013.04.12,2013.04.13,,국토교통부,항공운항과
1500000-0464,운항규정 및 정비규정 인가,정기항공운송사업자가 항공기의 운항 및 정비에 관한 운항규정 및 정비규정을 정하여 인가를 받기 위해 신청하는 민원사무입니다.,인가,단순민원,수수료 없음,수수료 없음,3년,2013.04.12,2013.04.13,,국토교통부,항공운항과
1500000-0463,항공종사자 자격증명교부,항공업무에 종사하고자 하는 자가 항공종사자자격증명을 교부 받기 위해 신청하는 민원사무입니다.,교부,단순민원,단일 수수료,"11,000원",3년,2016.05.16,2016.05.17,,국토교통부,항공안전정책과
1500000-0462,항공기취급업(정비업)등록,공항 또는 비행장에서 항공기의 정비 · 급유 · 하역 기타 지상조업을 하는 사업을 경영하고자 하는 자가 등록하기 위한 민원사무입니다.,등록,단순민원,단일 수수료,"10,000원",3년,2014.02.11,2014.04.01,,국토교통부,항공산업과
1500000-0461,운항개시예정기일연기승인신청,항공기사용사업을 경영하고자 하는 자가 개시예정기일 전에 운항을 개시하고자 할 때에 신청하는 민원사무입니다.,승인,단순민원,단일 수수료,"1,000원",3년,2013.04.12,2013.04.13,,국토교통부,항공산업과
1500000-0460,항공운송총대리점업(변경) 신고,항공운송총대리점업 등을 경영하고자 하는 자가 신고하거나 신고한 사항을 변경하고자 하는 경우에 신청하는 민원사무입니다,신고,단순민원,단일 수수료,수입인지 10000원,3년,2013.05.20,2014.04.01,,국토교통부,항공산업과
1500000-0459,"소형항공운송사업 및 항공기사용사업, 항공기취급업, 항공기정비업 등록사항 변경신고",소형항공운송사업 및 항공기사용사업 등의 등록사항이 변경될 경우 신청하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,3년,2013.04.12,2013.04.13,,국토교통부,항공산업과
1500000-0458,항공운송사업 휴업허가 및 노선 휴지신고,"국제항공운송사업자가 그 사업을 휴업(국제노선의 휴지를 포함)하기 위해 국토교통부장관의 허가를 받고자 하는 경우에 신청 또는 국내소형항공운송사업자, 항공기사용사업자, 항공기취급업자가 휴업(노선의 휴지를 포함)하려는 경우에 국토교통부장관에게 신고하는민원사무입니다. 단, 휴업 또는 휴지의 기간은 6개월을 초과할 수 없습니다. ※ 이 민원의 휴업·폐업신고서는 부가가치세법 시행령 제10조제1항에 의거 세무서에 제출하는 휴업·폐업신고서와 함께 세무서에 제출할 수 있습니다",허가,단순민원,수수료 없음,수수료 없음,3년,2014.03.05,2014.03.06,,국토교통부,항공산업과
1500000-0457,상속인의 사업승계 신고,항공운송사업의 상속승계시 신고하는 민원사무입니다.,신고,단순민원,단일 수수료,"10,000원",3년,2013.04.12,2013.04.13,,국토교통부,항공산업과
1500000-0456,"국내·국제·소형항공운송사업, 항공기사용사업계획 변경인가",정기항공운송사업자는 기상의 악화로 운항이 곤란하거나 기타 부득이한 사유가 있어서 사업계획을 변경하고자 하는 경우 신청하는 민원사무입니다.,인가,단순민원,수수료 없음,수수료 없음,3년,2013.04.12,2013.04.13,,국토교통부,항공산업과
1500000-0455,국내·국제·소형항공운송사업 정기편 노선허가,"정기항공운송사업을 경영하고자 하는 자는 노선별로 국토해양부장관의 허가를 받아야 하는데, 이를 위한 민원사무입니다.",허가,단순민원,단일 수수료,"10,000원",3년,2015.04.10,2015.04.11,,국토교통부,항공산업과
1500000-0454,도심공항터미널업 (변경)신고,도심공항터미널업은 공항구역 외에서 항공여객 및 항공화물의 수송 및 처리에 관한 편의를 제공하기 위하여 이에 필요한 시설을 설치 · 운영하는 사업을 경영하고자 하는 자가 신고하거나 신고한 사항을 변경하기 위해 신청하는 민원사무입니다.,신고,단순민원,기타,"수입인지 10,000원",3년,2014.03.10,2014.04.01,,국토교통부,항공산업과
1500000-0452,궤도사업. 전용궤도 관리 위탁·수탁 신고,궤도사업의 관리를 타 업체에 위탁ㆍ수탁하였을 때 신고하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,3년,2015.11.26,2015.11.30,,국토교통부,광역도시철도과
1500000-0451,궤도사업 상속신고,궤도사업의 상속이 이루어졌을 때 신청하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,3년,2013.04.15,2013.04.16,,국토교통부,광역도시철도과
1500000-0449,궤도사업 법인합병 신고,궤도사업의 법인이 합병되었을 때 신고하는 민원사무입니다.,신고,단순민원,수수료 없음,수수료 없음,3년,2015.11.26,2015.11.30,,국토교통부,광역도시철도과
